Experiment,Test AUC Overall,Test AUC Per Fold,Test AUC Per Subtype,Test F1 Overall,Test F1 Per Fold,Test F1 Per Subtype,Validation AUC Overall,Validation AUC Per Subtype,Validation F1 Overall,Validation F1 Per Subtype,Golden AUC Overall,Golden AUC Per Subtype,Golden F1 Overall,Golden F1 Per Subtype,details file
Age_Radio,0.8146,"[0.82, 0.7785, 0.8506]",[0.879  0.773  0.7919],0.6758,"[0.6942, 0.6386, 0.6935]","[0.5899, 0.7561, 0.5468]",0.7963,"[0.8724, 0.7432, 0.7732]",0.663,"[0.5806, 0.7273, 0.5647]",0.807,"[0.7645, 0.8127, 0.8437]",0.6494,"[nan, 0.8254, 0.3333]",Age_Radio_02132032.txt
