Experiment,Test AUC Overall,Test AUC Per Fold,Test AUC Per Subtype,Test F1 Overall,Test F1 Per Fold,Test F1 Per Subtype,Validation AUC Overall,Validation AUC Per Subtype,Validation F1 Overall,Validation F1 Per Subtype,Golden AUC Overall,Golden AUC Per Subtype,Golden F1 Overall,Golden F1 Per Subtype,details file
result_file_save.txt,0.8153,"[0.815, 0.7993, 0.8455]",[0.8799 0.7819 0.7841],0.6862,"[0.7384, 0.6202, 0.6972]","[0.5906, 0.7561, 0.5836]",0.7921,"[0.8614, 0.742, 0.7729]",0.643,"[0.5882, 0.698, 0.5517]",0.771,"[0.749, 0.7328, 0.8312]",0.6364,"[0.25, 0.75, 0.375]",result_file_save.txt
