DKK2,EMX2,GAD1,TNC,WIF1,ATOH1,EYA1,HHIP,PDLIM3,SFRP1,EGFL11,GABRA5,IMPG2,MAB21L2,NPR3,NRL,EOMAS,KCNA1,KHDRBS2,OAS1,RBM24,UNC5D
wnt,wnt,wnt,wnt,wnt,shh,shh,shh,shh,shh,gr_c,gr_c,gr_c,gr_c,gr_c,gr_c,gr_d,gr_d,gr_d,gr_d,gr_d,gr_d
